Transaction ID,Date,Time,Issue Type,Description,Amount,Sender UPI ID,Receiver UPI ID,Bank (Sender),Bank (Receiver),Resolution
TXN176653,2024-10-08,08:27:25,Invalid UPI ID,Entered incorrect receiver UPI ID,1926.56,@user4113,@user8411,State Bank of India,Kotak Mahindra Bank,Transaction failed
TXN970881,2024-10-13,02:43:19,Server Error,Technical issue on UPI server side,3756.63,@user1603,@user5688,State Bank of India,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN936274,2024-02-10,18:12:35,Invalid UPI ID,Entered incorrect receiver UPI ID,2820.05,@user4387,@user1906,Kotak Mahindra Bank,Bank of Baroda,Transaction failed
TXN946785,2024-02-17,14:15:53,Transaction Timed Out,Transaction exceeded the time limit,1937.82,@user2654,@user6935,SBI,State Bank of India,Transaction pending - retry later
TXN746510,2024-05-23,16:10:10,Server Error,Technical issue on UPI server side,1293.69,@user2923,@user5566,Yes Bank,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN164703,2024-11-05,09:54:49,Daily Limit Reached,Sender has exceeded daily transaction limit,4833.83,@user9177,@user1269,SBI,SBI,Transaction declined - reduce amount or try next day
TXN293306,2024-01-21,07:21:21,Invalid UPI ID,Entered incorrect receiver UPI ID,4131.79,@user8082,@user9395,State Bank of India,SBI,Transaction failed
TXN900521,2024-12-21,11:01:10,Incorrect MPIN,Invalid MPIN entered by the sender,4506.04,@user4453,@user1181,Axis Bank,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN906970,2024-02-06,11:20:14,Invalid UPI ID,Entered incorrect receiver UPI ID,4146.54,@user4923,@user1212,Yes Bank,ICICI Bank,Transaction failed
TXN964651,2024-10-29,21:03:45,Network Error,Connectivity issue during transaction,2922.65,@user1547,@user5813,State Bank of India,SBI,Transaction pending - retry later
TXN755037,2024-07-17,16:49:15,Beneficiary Not Found,Receiver UPI ID is not registered,1170.98,@user7599,@user1296,Bank of Baroda,ICICI Bank,Transaction failed
TXN300435,2024-10-16,06:49:08,Beneficiary Not Found,Receiver UPI ID is not registered,1037.06,@user1888,@user6206,Axis Bank,Bank of Baroda,Transaction failed
TXN420405,2024-04-18,08:55:09,Server Error,Technical issue on UPI server side,3719.19,@user1101,@user8459,Bank of Baroda,Axis Bank,Transaction on hold - contact bank
TXN789734,2024-10-06,08:06:40,Insufficient Funds,Sender account balance is insufficient,2877.04,@user9032,@user1987,Yes Bank,Bank of Baroda,Transaction declined
TXN322508,2024-06-26,03:11:14,Insufficient Funds,Sender account balance is insufficient,2234.39,@user6556,@user6343,Axis Bank,ICICI Bank,Transaction declined
TXN658074,2024-03-11,10:17:40,Insufficient Funds,Sender account balance is insufficient,4387.06,@user6101,@user3581,Axis Bank,Kotak Mahindra Bank,Transaction declined
TXN583594,2024-01-09,19:49:18,Invalid UPI ID,Entered incorrect receiver UPI ID,1165.4,@user4447,@user9236,HDFC Bank,State Bank of India,Transaction failed
TXN687837,2024-11-06,07:42:33,Incorrect MPIN,Invalid MPIN entered by the sender,2463.31,@user8620,@user6871,SBI,SBI,Transaction failed - incorrect MPIN
TXN562182,2024-06-19,23:21:37,Server Error,Technical issue on UPI server side,1013.68,@user1841,@user7567,Bank of Baroda,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN397562,2024-06-29,13:38:17,Transaction Timed Out,Transaction exceeded the time limit,4283.88,@user1063,@user2359,Yes Bank,Axis Bank,Transaction pending - retry later
TXN828785,2024-04-07,14:18:33,Invalid UPI ID,Entered incorrect receiver UPI ID,1081.11,@user8084,@user5141,State Bank of India,Bank of Baroda,Transaction failed
TXN544739,2024-11-21,02:20:36,Network Error,Connectivity issue during transaction,479.05,@user4790,@user9359,Kotak Mahindra Bank,Axis Bank,Transaction pending - retry later
TXN821694,2024-04-16,17:17:39,Network Error,Connectivity issue during transaction,209.57,@user4513,@user9988,SBI,Bank of Baroda,Transaction pending - retry later
TXN126206,2024-10-17,04:28:11,Daily Limit Reached,Sender has exceeded daily transaction limit,890.67,@user7219,@user3969,Bank of Baroda,Axis Bank,Transaction declined - reduce amount or try next day
TXN627924,2024-11-11,17:39:17,Insufficient Funds,Sender account balance is insufficient,4729.06,@user1325,@user8345,SBI,Kotak Mahindra Bank,Transaction declined
TXN349932,2024-08-03,02:15:48,Beneficiary Not Found,Receiver UPI ID is not registered,3833.09,@user5101,@user4228,HDFC Bank,Bank of Baroda,Transaction failed
TXN861393,2024-02-18,08:10:59,Server Error,Technical issue on UPI server side,2350.82,@user6392,@user1144,State Bank of India,Yes Bank,Transaction on hold - contact bank
TXN383273,2024-11-10,15:32:44,Server Error,Technical issue on UPI server side,2593.34,@user7016,@user5268,Yes Bank,Bank of Baroda,Transaction on hold - contact bank
TXN755693,2024-05-18,05:15:26,Server Error,Technical issue on UPI server side,3912.32,@user1095,@user9547,Kotak Mahindra Bank,State Bank of India,Transaction on hold - contact bank
TXN143853,2024-03-08,18:23:41,Incorrect MPIN,Invalid MPIN entered by the sender,1925.42,@user9575,@user5956,Axis Bank,Axis Bank,Transaction failed - incorrect MPIN
TXN864809,2024-11-18,21:43:37,Incorrect MPIN,Invalid MPIN entered by the sender,2928.66,@user9701,@user4082,SBI,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN932987,2024-08-05,19:38:32,Incorrect MPIN,Invalid MPIN entered by the sender,1194.98,@user8205,@user5427,State Bank of India,Bank of Baroda,Transaction failed - incorrect MPIN
TXN606975,2024-07-10,09:15:31,Beneficiary Not Found,Receiver UPI ID is not registered,874.03,@user1655,@user7748,State Bank of India,ICICI Bank,Transaction failed
TXN256804,2024-09-28,04:40:20,Transaction Timed Out,Transaction exceeded the time limit,3381.77,@user7542,@user3666,Yes Bank,Axis Bank,Transaction pending - retry later
TXN229452,2024-09-04,21:27:31,Incorrect MPIN,Invalid MPIN entered by the sender,3969.25,@user1171,@user5217,State Bank of India,HDFC Bank,Transaction failed - incorrect MPIN
TXN177422,2024-04-06,16:11:11,Server Error,Technical issue on UPI server side,133.02,@user1070,@user8596,Yes Bank,HDFC Bank,Transaction on hold - contact bank
TXN895105,2024-09-05,23:21:17,Beneficiary Not Found,Receiver UPI ID is not registered,3363.38,@user8165,@user6544,Kotak Mahindra Bank,Kotak Mahindra Bank,Transaction failed
TXN628389,2024-07-25,15:23:37,Transaction Timed Out,Transaction exceeded the time limit,3432.56,@user2219,@user6274,State Bank of India,Axis Bank,Transaction pending - retry later
TXN419190,2024-11-29,15:06:28,Daily Limit Reached,Sender has exceeded daily transaction limit,4824.2,@user8521,@user6573,SBI,HDFC Bank,Transaction declined - reduce amount or try next day
TXN511700,2024-04-23,09:22:39,Daily Limit Reached,Sender has exceeded daily transaction limit,2026.21,@user7103,@user6848,ICICI Bank,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN787885,2024-07-17,01:01:46,Daily Limit Reached,Sender has exceeded daily transaction limit,4369.6,@user4349,@user1443,Axis Bank,HDFC Bank,Transaction declined - reduce amount or try next day
TXN676113,2024-12-07,08:46:42,Invalid UPI ID,Entered incorrect receiver UPI ID,3469.35,@user9895,@user6642,Bank of Baroda,Bank of Baroda,Transaction failed
TXN802148,2024-05-19,23:18:38,Invalid UPI ID,Entered incorrect receiver UPI ID,4545.69,@user1774,@user5724,Kotak Mahindra Bank,Axis Bank,Transaction failed
TXN206984,2024-05-28,22:58:38,Insufficient Funds,Sender account balance is insufficient,1196.45,@user7963,@user7726,Yes Bank,ICICI Bank,Transaction declined
TXN349598,2024-11-09,12:29:22,Network Error,Connectivity issue during transaction,1191.32,@user7038,@user2814,State Bank of India,Kotak Mahindra Bank,Transaction pending - retry later
TXN222642,2024-08-04,04:54:02,Insufficient Funds,Sender account balance is insufficient,1412.47,@user3027,@user7332,HDFC Bank,Yes Bank,Transaction declined
TXN475410,2024-04-01,18:09:56,Incorrect MPIN,Invalid MPIN entered by the sender,1436.65,@user4813,@user5634,State Bank of India,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN168076,2024-04-18,10:10:16,Incorrect MPIN,Invalid MPIN entered by the sender,2963.63,@user4950,@user3577,Kotak Mahindra Bank,HDFC Bank,Transaction failed - incorrect MPIN
TXN453996,2024-04-26,16:32:56,Server Error,Technical issue on UPI server side,4655.2,@user7001,@user5214,Yes Bank,HDFC Bank,Transaction on hold - contact bank
TXN212972,2024-01-25,01:13:02,Incorrect MPIN,Invalid MPIN entered by the sender,3355.89,@user1558,@user8994,Yes Bank,SBI,Transaction failed - incorrect MPIN
TXN363007,2024-09-27,11:27:54,Beneficiary Not Found,Receiver UPI ID is not registered,2845.1,@user7281,@user9680,State Bank of India,Axis Bank,Transaction failed
TXN733085,2024-11-11,12:10:12,Incorrect MPIN,Invalid MPIN entered by the sender,292.65,@user6583,@user3268,ICICI Bank,Yes Bank,Transaction failed - incorrect MPIN
TXN583262,2024-10-24,05:40:31,Transaction Timed Out,Transaction exceeded the time limit,4476.49,@user2266,@user3898,State Bank of India,Axis Bank,Transaction pending - retry later
TXN839994,2024-12-27,08:04:22,Invalid UPI ID,Entered incorrect receiver UPI ID,3263.51,@user2667,@user2169,Bank of Baroda,SBI,Transaction failed
TXN917258,2024-01-07,12:05:19,Server Error,Technical issue on UPI server side,424.85,@user7903,@user9869,Kotak Mahindra Bank,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN198131,2024-06-07,18:33:30,Transaction Timed Out,Transaction exceeded the time limit,1459.73,@user8631,@user4714,Bank of Baroda,Bank of Baroda,Transaction pending - retry later
TXN982087,2024-10-21,21:53:41,Network Error,Connectivity issue during transaction,785.97,@user1349,@user8208,SBI,Yes Bank,Transaction pending - retry later
TXN526200,2024-08-06,12:46:27,Transaction Timed Out,Transaction exceeded the time limit,3737.61,@user8209,@user2968,Kotak Mahindra Bank,Bank of Baroda,Transaction pending - retry later
TXN813604,2024-04-04,12:29:48,Daily Limit Reached,Sender has exceeded daily transaction limit,4242.73,@user4417,@user1092,Yes Bank,ICICI Bank,Transaction declined - reduce amount or try next day
TXN114651,2024-02-06,01:39:20,Invalid UPI ID,Entered incorrect receiver UPI ID,4375.61,@user5339,@user9867,Yes Bank,Bank of Baroda,Transaction failed
TXN800034,2024-09-13,15:45:59,Incorrect MPIN,Invalid MPIN entered by the sender,3206.81,@user1536,@user6209,Yes Bank,SBI,Transaction failed - incorrect MPIN
TXN477899,2024-06-01,05:06:12,Server Error,Technical issue on UPI server side,4020.03,@user1454,@user7636,Axis Bank,ICICI Bank,Transaction on hold - contact bank
TXN878093,2024-08-26,06:12:25,Insufficient Funds,Sender account balance is insufficient,1732.8,@user4608,@user1636,Yes Bank,State Bank of India,Transaction declined
TXN715012,2024-10-15,14:10:10,Invalid UPI ID,Entered incorrect receiver UPI ID,4149.26,@user5659,@user3997,Bank of Baroda,State Bank of India,Transaction failed
TXN983416,2024-06-01,07:18:11,Daily Limit Reached,Sender has exceeded daily transaction limit,72.72,@user6804,@user6334,Axis Bank,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN418552,2024-06-11,16:00:20,Invalid UPI ID,Entered incorrect receiver UPI ID,1833.07,@user4976,@user5523,ICICI Bank,ICICI Bank,Transaction failed
TXN745015,2024-02-13,01:44:09,Insufficient Funds,Sender account balance is insufficient,1653.96,@user9059,@user6612,State Bank of India,SBI,Transaction declined
TXN815383,2024-12-02,01:51:35,Network Error,Connectivity issue during transaction,1200.06,@user1534,@user3399,State Bank of India,Bank of Baroda,Transaction pending - retry later
TXN240932,2024-10-01,19:19:52,Beneficiary Not Found,Receiver UPI ID is not registered,2764.64,@user8160,@user8501,Bank of Baroda,Axis Bank,Transaction failed
TXN471727,2024-06-21,08:03:51,Invalid UPI ID,Entered incorrect receiver UPI ID,816.52,@user9234,@user2993,HDFC Bank,Yes Bank,Transaction failed
TXN988513,2024-03-17,11:00:17,Invalid UPI ID,Entered incorrect receiver UPI ID,3969.5,@user8847,@user7354,Bank of Baroda,State Bank of India,Transaction failed
TXN352539,2024-07-07,14:26:55,Invalid UPI ID,Entered incorrect receiver UPI ID,1796.85,@user7747,@user4480,Yes Bank,SBI,Transaction failed
TXN480809,2024-08-14,14:48:25,Server Error,Technical issue on UPI server side,2374.92,@user1830,@user3145,SBI,SBI,Transaction on hold - contact bank
TXN611405,2024-03-13,14:11:08,Transaction Timed Out,Transaction exceeded the time limit,4307.81,@user3099,@user5898,Yes Bank,Bank of Baroda,Transaction pending - retry later
TXN685410,2024-04-06,01:12:08,Daily Limit Reached,Sender has exceeded daily transaction limit,1267.49,@user1750,@user4209,Bank of Baroda,Bank of Baroda,Transaction declined - reduce amount or try next day
TXN415888,2024-06-14,13:11:52,Network Error,Connectivity issue during transaction,733.74,@user6013,@user2623,SBI,Yes Bank,Transaction pending - retry later
TXN282590,2024-09-07,19:06:29,Transaction Timed Out,Transaction exceeded the time limit,4295.91,@user6209,@user9637,Bank of Baroda,Kotak Mahindra Bank,Transaction pending - retry later
TXN984298,2024-12-24,13:35:21,Transaction Timed Out,Transaction exceeded the time limit,1155.99,@user6986,@user8330,ICICI Bank,SBI,Transaction pending - retry later
TXN677355,2024-03-10,01:43:10,Server Error,Technical issue on UPI server side,4860.93,@user2242,@user5308,State Bank of India,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN203723,2024-09-28,08:57:25,Invalid UPI ID,Entered incorrect receiver UPI ID,2842.44,@user6147,@user4014,HDFC Bank,Bank of Baroda,Transaction failed
TXN544432,2024-02-03,09:21:57,Server Error,Technical issue on UPI server side,3477.3,@user3588,@user7113,ICICI Bank,Yes Bank,Transaction on hold - contact bank
TXN706703,2024-03-17,17:17:10,Transaction Timed Out,Transaction exceeded the time limit,3774.61,@user2526,@user6987,Bank of Baroda,SBI,Transaction pending - retry later
TXN587168,2024-10-18,19:42:11,Network Error,Connectivity issue during transaction,1587.01,@user2023,@user1854,Axis Bank,HDFC Bank,Transaction pending - retry later
TXN830375,2024-01-15,06:43:48,Transaction Timed Out,Transaction exceeded the time limit,381.83,@user9239,@user5166,SBI,State Bank of India,Transaction pending - retry later
TXN607948,2024-03-06,21:23:15,Invalid UPI ID,Entered incorrect receiver UPI ID,2359.54,@user7050,@user2804,Bank of Baroda,Kotak Mahindra Bank,Transaction failed
TXN651316,2024-06-15,21:40:01,Incorrect MPIN,Invalid MPIN entered by the sender,3476.72,@user3912,@user1728,HDFC Bank,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN952517,2024-12-07,10:28:52,Invalid UPI ID,Entered incorrect receiver UPI ID,3459.57,@user1067,@user1689,Kotak Mahindra Bank,ICICI Bank,Transaction failed
TXN878408,2024-06-21,08:11:19,Incorrect MPIN,Invalid MPIN entered by the sender,1584.44,@user9832,@user2196,HDFC Bank,State Bank of India,Transaction failed - incorrect MPIN
TXN797781,2024-10-14,14:12:35,Daily Limit Reached,Sender has exceeded daily transaction limit,3492.94,@user6723,@user9017,SBI,State Bank of India,Transaction declined - reduce amount or try next day
TXN180976,2024-04-18,11:42:50,Server Error,Technical issue on UPI server side,4814.52,@user1650,@user9212,ICICI Bank,Bank of Baroda,Transaction on hold - contact bank
TXN956500,2024-12-22,15:36:35,Invalid UPI ID,Entered incorrect receiver UPI ID,1011.04,@user1810,@user7631,State Bank of India,Yes Bank,Transaction failed
TXN423003,2024-06-11,21:32:58,Network Error,Connectivity issue during transaction,4818.29,@user3931,@user4981,SBI,HDFC Bank,Transaction pending - retry later
TXN721893,2024-08-23,18:26:26,Network Error,Connectivity issue during transaction,852.8,@user2569,@user4828,ICICI Bank,Bank of Baroda,Transaction pending - retry later
TXN678147,2024-04-27,11:44:24,Daily Limit Reached,Sender has exceeded daily transaction limit,2783.54,@user5846,@user1658,Bank of Baroda,HDFC Bank,Transaction declined - reduce amount or try next day
TXN766105,2024-08-09,11:23:58,Transaction Timed Out,Transaction exceeded the time limit,836.14,@user5957,@user2554,Bank of Baroda,Axis Bank,Transaction pending - retry later
TXN923319,2024-01-17,23:45:15,Transaction Timed Out,Transaction exceeded the time limit,3206.68,@user6872,@user9691,Axis Bank,SBI,Transaction pending - retry later
TXN399078,2024-07-10,14:20:46,Incorrect MPIN,Invalid MPIN entered by the sender,1779.36,@user1814,@user1247,Axis Bank,Bank of Baroda,Transaction failed - incorrect MPIN
TXN293880,2024-10-26,14:06:33,Server Error,Technical issue on UPI server side,1742.74,@user6844,@user7649,Kotak Mahindra Bank,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN902958,2024-04-28,03:46:45,Daily Limit Reached,Sender has exceeded daily transaction limit,2797.02,@user9552,@user9457,HDFC Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN590033,2024-06-17,19:29:34,Insufficient Funds,Sender account balance is insufficient,3309.99,@user5786,@user2720,State Bank of India,Yes Bank,Transaction declined
TXN957571,2024-12-28,01:26:22,Server Error,Technical issue on UPI server side,4454.85,@user7994,@user6568,State Bank of India,Bank of Baroda,Transaction on hold - contact bank
TXN444180,2024-01-24,00:47:08,Beneficiary Not Found,Receiver UPI ID is not registered,1363.47,@user9400,@user9012,Axis Bank,Kotak Mahindra Bank,Transaction failed
TXN617016,2024-09-07,10:27:35,Server Error,Technical issue on UPI server side,1672.29,@user6651,@user2551,Yes Bank,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN942752,2024-09-04,13:28:31,Transaction Timed Out,Transaction exceeded the time limit,697.8,@user7589,@user1398,SBI,Kotak Mahindra Bank,Transaction pending - retry later
TXN468476,2024-12-21,18:58:20,Network Error,Connectivity issue during transaction,3952.56,@user7738,@user4346,Bank of Baroda,ICICI Bank,Transaction pending - retry later
TXN544648,2024-01-24,18:04:40,Invalid UPI ID,Entered incorrect receiver UPI ID,3205.11,@user8559,@user8928,Axis Bank,Yes Bank,Transaction failed
TXN776619,2024-07-10,08:30:45,Daily Limit Reached,Sender has exceeded daily transaction limit,2872.34,@user3454,@user7373,Axis Bank,SBI,Transaction declined - reduce amount or try next day
TXN569138,2024-08-19,15:37:57,Incorrect MPIN,Invalid MPIN entered by the sender,1309.98,@user4645,@user6790,State Bank of India,Yes Bank,Transaction failed - incorrect MPIN
TXN726728,2024-05-26,12:03:53,Invalid UPI ID,Entered incorrect receiver UPI ID,4069.87,@user5894,@user8977,Kotak Mahindra Bank,Bank of Baroda,Transaction failed
TXN679402,2024-08-05,08:03:55,Transaction Timed Out,Transaction exceeded the time limit,858.54,@user1547,@user6840,HDFC Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN109854,2024-05-30,06:21:32,Server Error,Technical issue on UPI server side,2093.86,@user8782,@user5959,Yes Bank,HDFC Bank,Transaction on hold - contact bank
TXN341194,2024-05-16,00:24:22,Server Error,Technical issue on UPI server side,2770.85,@user9313,@user6077,Yes Bank,Bank of Baroda,Transaction on hold - contact bank
TXN920938,2024-06-15,08:53:14,Insufficient Funds,Sender account balance is insufficient,3735.19,@user5387,@user3514,ICICI Bank,SBI,Transaction declined
TXN982623,2024-07-21,06:12:17,Network Error,Connectivity issue during transaction,1342.49,@user5782,@user7422,ICICI Bank,Axis Bank,Transaction pending - retry later
TXN646580,2024-09-29,21:19:20,Network Error,Connectivity issue during transaction,2316.95,@user4197,@user5231,Bank of Baroda,HDFC Bank,Transaction pending - retry later
TXN927537,2024-05-02,09:46:52,Transaction Timed Out,Transaction exceeded the time limit,1877.66,@user4772,@user1194,Kotak Mahindra Bank,Yes Bank,Transaction pending - retry later
TXN243045,2024-08-19,00:56:19,Network Error,Connectivity issue during transaction,3458.22,@user9285,@user1189,Kotak Mahindra Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN435542,2024-11-28,23:00:27,Insufficient Funds,Sender account balance is insufficient,4911.28,@user4059,@user6310,State Bank of India,ICICI Bank,Transaction declined
TXN832855,2024-09-15,22:40:46,Invalid UPI ID,Entered incorrect receiver UPI ID,4084.4,@user3135,@user5841,Bank of Baroda,Kotak Mahindra Bank,Transaction failed
TXN263942,2024-03-11,12:34:01,Incorrect MPIN,Invalid MPIN entered by the sender,2652.63,@user6988,@user6724,ICICI Bank,HDFC Bank,Transaction failed - incorrect MPIN
TXN427009,2024-04-24,07:39:12,Insufficient Funds,Sender account balance is insufficient,4440.75,@user5218,@user9366,ICICI Bank,SBI,Transaction declined
TXN581079,2024-09-22,08:43:07,Incorrect MPIN,Invalid MPIN entered by the sender,2889.53,@user6346,@user6251,HDFC Bank,Bank of Baroda,Transaction failed - incorrect MPIN
TXN272704,2024-06-11,01:29:22,Beneficiary Not Found,Receiver UPI ID is not registered,3369.34,@user3909,@user7226,HDFC Bank,HDFC Bank,Transaction failed
TXN533136,2024-05-30,10:51:04,Network Error,Connectivity issue during transaction,4860.68,@user7626,@user6027,State Bank of India,Bank of Baroda,Transaction pending - retry later
TXN945930,2024-08-25,01:32:35,Insufficient Funds,Sender account balance is insufficient,3476.21,@user5299,@user7609,ICICI Bank,HDFC Bank,Transaction declined
TXN667251,2024-08-18,19:10:43,Server Error,Technical issue on UPI server side,941.46,@user6357,@user8029,SBI,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN642983,2024-06-02,01:46:41,Beneficiary Not Found,Receiver UPI ID is not registered,3118.86,@user1853,@user7467,State Bank of India,State Bank of India,Transaction failed
TXN122172,2024-01-28,19:30:26,Network Error,Connectivity issue during transaction,1828.9,@user3948,@user7099,SBI,Bank of Baroda,Transaction pending - retry later
TXN116260,2024-04-20,17:46:11,Server Error,Technical issue on UPI server side,1427.41,@user4389,@user3896,SBI,SBI,Transaction on hold - contact bank
TXN324923,2024-02-11,14:11:51,Server Error,Technical issue on UPI server side,3115.03,@user5461,@user2582,HDFC Bank,ICICI Bank,Transaction on hold - contact bank
TXN260387,2024-06-12,09:14:19,Server Error,Technical issue on UPI server side,3233.66,@user1450,@user9765,State Bank of India,State Bank of India,Transaction on hold - contact bank
TXN745949,2024-02-18,11:12:44,Beneficiary Not Found,Receiver UPI ID is not registered,1734.29,@user4910,@user3065,SBI,Kotak Mahindra Bank,Transaction failed
TXN449942,2024-04-24,21:12:35,Daily Limit Reached,Sender has exceeded daily transaction limit,1071.51,@user4903,@user5442,Axis Bank,Yes Bank,Transaction declined - reduce amount or try next day
TXN876974,2024-02-20,12:04:00,Network Error,Connectivity issue during transaction,4275.92,@user1636,@user1312,Yes Bank,State Bank of India,Transaction pending - retry later
TXN815903,2024-01-12,22:19:41,Incorrect MPIN,Invalid MPIN entered by the sender,2017.82,@user3341,@user7328,Yes Bank,SBI,Transaction failed - incorrect MPIN
TXN820462,2024-11-26,16:58:13,Network Error,Connectivity issue during transaction,2637.72,@user6072,@user1296,Bank of Baroda,Axis Bank,Transaction pending - retry later
TXN139621,2024-12-09,04:50:18,Incorrect MPIN,Invalid MPIN entered by the sender,3196.57,@user4047,@user9851,State Bank of India,SBI,Transaction failed - incorrect MPIN
TXN177517,2024-05-15,23:46:33,Invalid UPI ID,Entered incorrect receiver UPI ID,1521.65,@user5591,@user1275,SBI,Yes Bank,Transaction failed
TXN281892,2024-11-03,19:04:34,Incorrect MPIN,Invalid MPIN entered by the sender,3820.29,@user8154,@user5132,Yes Bank,HDFC Bank,Transaction failed - incorrect MPIN
TXN343495,2024-06-02,22:01:31,Beneficiary Not Found,Receiver UPI ID is not registered,2269.1,@user2941,@user7453,Kotak Mahindra Bank,ICICI Bank,Transaction failed
TXN913945,2024-05-11,02:14:58,Beneficiary Not Found,Receiver UPI ID is not registered,641.18,@user3532,@user2957,SBI,State Bank of India,Transaction failed
TXN145225,2024-03-21,03:50:08,Incorrect MPIN,Invalid MPIN entered by the sender,1618.82,@user4234,@user8543,ICICI Bank,Bank of Baroda,Transaction failed - incorrect MPIN
TXN236015,2024-02-13,16:34:30,Server Error,Technical issue on UPI server side,4657.51,@user1489,@user1636,HDFC Bank,Bank of Baroda,Transaction on hold - contact bank
TXN805718,2024-04-26,15:37:35,Insufficient Funds,Sender account balance is insufficient,3215.48,@user8050,@user8239,Axis Bank,HDFC Bank,Transaction declined
TXN444344,2024-05-02,05:38:52,Incorrect MPIN,Invalid MPIN entered by the sender,100.1,@user8979,@user8913,SBI,SBI,Transaction failed - incorrect MPIN
TXN534422,2024-10-05,19:02:11,Incorrect MPIN,Invalid MPIN entered by the sender,3524.96,@user3229,@user5070,SBI,Bank of Baroda,Transaction failed - incorrect MPIN
TXN397955,2024-02-27,02:36:00,Beneficiary Not Found,Receiver UPI ID is not registered,436.06,@user4293,@user5367,Axis Bank,HDFC Bank,Transaction failed
TXN963694,2024-09-16,02:19:59,Server Error,Technical issue on UPI server side,4532.3,@user4434,@user3557,Axis Bank,ICICI Bank,Transaction on hold - contact bank
TXN289208,2024-07-06,03:12:37,Incorrect MPIN,Invalid MPIN entered by the sender,4684.39,@user1424,@user1427,State Bank of India,Bank of Baroda,Transaction failed - incorrect MPIN
TXN729822,2024-10-02,01:24:31,Beneficiary Not Found,Receiver UPI ID is not registered,2312.81,@user7588,@user3376,Kotak Mahindra Bank,Axis Bank,Transaction failed
TXN138058,2024-04-01,20:00:30,Beneficiary Not Found,Receiver UPI ID is not registered,4014.68,@user3692,@user6408,ICICI Bank,State Bank of India,Transaction failed
TXN728773,2024-09-20,20:34:08,Beneficiary Not Found,Receiver UPI ID is not registered,3391.6,@user1140,@user2101,Kotak Mahindra Bank,HDFC Bank,Transaction failed
TXN846512,2024-06-05,16:40:15,Server Error,Technical issue on UPI server side,3711.99,@user9330,@user4243,Bank of Baroda,Axis Bank,Transaction on hold - contact bank
TXN927546,2024-08-14,06:17:30,Server Error,Technical issue on UPI server side,4783.84,@user1579,@user7836,Yes Bank,Bank of Baroda,Transaction on hold - contact bank
TXN652736,2024-08-17,08:57:59,Beneficiary Not Found,Receiver UPI ID is not registered,2899.4,@user2530,@user7574,ICICI Bank,Kotak Mahindra Bank,Transaction failed
TXN637365,2024-09-02,03:11:26,Server Error,Technical issue on UPI server side,4897.63,@user4420,@user7579,Axis Bank,SBI,Transaction on hold - contact bank
TXN223120,2024-10-28,15:03:29,Transaction Timed Out,Transaction exceeded the time limit,2018.59,@user2435,@user6483,ICICI Bank,Yes Bank,Transaction pending - retry later
TXN477982,2024-03-27,18:31:42,Incorrect MPIN,Invalid MPIN entered by the sender,4516.87,@user3788,@user6655,HDFC Bank,Bank of Baroda,Transaction failed - incorrect MPIN
TXN570914,2024-04-10,09:49:25,Insufficient Funds,Sender account balance is insufficient,612.29,@user2522,@user8306,Kotak Mahindra Bank,Bank of Baroda,Transaction declined
TXN179678,2024-10-06,17:29:47,Incorrect MPIN,Invalid MPIN entered by the sender,2234.25,@user4488,@user5074,Axis Bank,ICICI Bank,Transaction failed - incorrect MPIN
TXN660920,2024-10-09,08:11:11,Daily Limit Reached,Sender has exceeded daily transaction limit,3638.81,@user4892,@user6255,Kotak Mahindra Bank,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN782010,2024-09-07,04:21:15,Invalid UPI ID,Entered incorrect receiver UPI ID,317.43,@user5865,@user2632,SBI,State Bank of India,Transaction failed
TXN891461,2024-09-04,21:11:26,Server Error,Technical issue on UPI server side,118.76,@user7043,@user3264,SBI,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN269234,2024-10-30,18:40:24,Incorrect MPIN,Invalid MPIN entered by the sender,4390.5,@user1719,@user5325,Yes Bank,State Bank of India,Transaction failed - incorrect MPIN
TXN885232,2024-10-02,18:09:03,Invalid UPI ID,Entered incorrect receiver UPI ID,3010.01,@user9064,@user9766,Yes Bank,ICICI Bank,Transaction failed
TXN629271,2024-08-11,05:18:43,Beneficiary Not Found,Receiver UPI ID is not registered,3802.37,@user9057,@user3735,Axis Bank,Bank of Baroda,Transaction failed
TXN838343,2024-06-25,08:12:04,Network Error,Connectivity issue during transaction,208.7,@user9907,@user8619,Axis Bank,SBI,Transaction pending - retry later
